alphabet,id,han_num,chinese_name,pinyin_initial
B,blue_wool_stairs,6,蓝色羊毛楼梯,L
B,bolt_armor_trim_smithing_template,4,锻造模板,D
B,bone,2,骨头,G
B,bone_block,2,骨块,G
B,bone_meal,2,骨粉,G
B,book,1,书,S
B,bookshelf,2,书架,S
B,bordure_indented_banner_pattern,7,波纹边旗帜图案,B
B,bow,1,弓,G
B,bowl,1,碗,W
B,brain_coral,4,脑纹珊瑚,N
B,brain_coral_block,5,脑纹珊瑚块,N
B,brain_coral_fan,5,脑纹珊瑚扇,N
B,bread,2,面包,M
B,breeze_rod,3,旋风棒,X
B,brewer_pottery_sherd,6,佳酿纹样陶片,J
B,brewing_stand,3,酿造台,N
B,brick,2,红砖,H
B,brick_slab,4,红砖台阶,H
B,brick_stairs,4,红砖楼梯,H
B,brick_wall,3,红砖墙,H
B,bricks,3,红砖块,H
B,brown_banner,4,棕色旗帜,Z
B,brown_bed,3,棕色床,Z
B,brown_bundle,5,棕色收纳袋,Z
B,brown_candle,4,棕色蜡烛,Z
B,brown_carpet,4,棕色地毯,Z
B,brown_concrete,5,棕色混凝土,Z
B,brown_concrete_powder,7,棕色混凝土粉末,Z
B,brown_concrete_slab,7,棕色混凝土台阶,Z
B,brown_concrete_stairs,7,棕色混凝土楼梯,Z
B,brown_cushion,4,棕色坐垫,Z
B,brown_dye,4,棕色染料,Z
B,brown_egg,4,棕色鸡蛋,Z
B,brown_glazed_terracotta,6,棕色带釉陶瓦,Z
B,brown_harness,4,棕色挽具,Z
B,brown_mushroom,4,棕色蘑菇,Z
B,brown_mushroom_block,6,棕色蘑菇方块,Z
B,brown_shulker_box,5,棕色潜影盒,Z
B,brown_stained_glass,6,棕色染色玻璃,Z
B,brown_stained_glass_pane,7,棕色染色玻璃板,Z
B,brown_terracotta,4,棕色陶瓦,Z
B,brown_wool,4,棕色羊毛,Z
B,brown_wool_slab,6,棕色羊毛台阶,Z
B,brown_wool_stairs,6,棕色羊毛楼梯,Z
B,brush,2,刷子,S
B,bubble_coral,4,气泡珊瑚,Q
B,bubble_coral_block,5,气泡珊瑚块,Q
B,bubble_coral_fan,5,气泡珊瑚扇,Q
B,bucket,2,铁桶,T
B,bundle,3,收纳袋,S
B,buried_ancient_city_map,9,埋藏的远古城市地图,M
B,buried_mineshaft_map,9,埋藏的废弃矿井地图,M
B,buried_treasure_map,3,藏宝图,C
B,burn_pottery_sherd,6,烈焰纹样陶片,L
B,bush,3,灌木丛,G
C,cactus,3,仙人掌,X
C,cactus_flower,4,仙人掌花,X
C,cake,2,蛋糕,D
C,calcite,3,方解石,F
C,calibrated_sculk_sensor,7,校频幽匿感测体,J
C,campfire,2,营火,Y
C,candle,2,蜡烛,L
C,carrot,3,胡萝卜,H
C,carrot_on_a_stick,5,胡萝卜钓竿,H
C,cartography_table,3,制图台,Z
C,carved_pumpkin,4,雕刻南瓜,D
C,cauldron,3,炼药锅,L
C,chainmail_boots,4,锁链靴子,S
C,chainmail_chestplate,4,锁链胸甲,S
C,chainmail_helmet,4,锁链头盔,S
C,chainmail_leggings,4,锁链护腿,S
C,charcoal,2,木炭,M
C,cherry_boat,4,樱花木船,Y
C,cherry_button,5,樱花木按钮,Y
C,cherry_chest_boat,6,樱花木运输船,Y
C,cherry_door,4,樱花木门,Y
C,cherry_fence,5,樱花木栅栏,Y
C,cherry_fence_gate,6,樱花木栅栏门,Y
C,cherry_hanging_sign,9,悬挂式樱花木告示牌,X
C,cherry_leaves,4,樱花树叶,Y
C,cherry_log,4,樱花原木,Y
C,cherry_planks,4,樱花木板,Y
C,cherry_pressure_plate,6,樱花木压力板,Y
C,cherry_sapling,4,樱花树苗,Y
C,cherry_shelf,6,樱花木展示架,Y
C,cherry_sign,6,樱花木告示牌,Y
C,cherry_slab,5,樱花木台阶,Y
C,cherry_stairs,5,樱花木楼梯,Y
C,cherry_trapdoor,6,樱花木活板门,Y
C,cherry_wood,3,樱花木,Y
C,chest,2,箱子,X
C,chest_minecart,4,运输矿车,Y
C,chicken,3,生鸡肉,S
C,chipped_anvil,5,开裂的铁砧,K
C,chiseled_bookshelf,4,雕纹书架,D
C,chiseled_cinnabar,4,雕纹朱砂,D
C,chiseled_copper,4,雕纹铜块,D
C,chiseled_deepslate,5,雕纹深板岩,D
C,chiseled_nether_bricks,6,雕纹下界砖块,D
C,chiseled_polished_blackstone,6,雕纹磨制黑石,D
C,chiseled_quartz_block,5,雕纹石英块,D
C,chiseled_red_sandstone,5,雕纹红砂岩,D
C,chiseled_resin_bricks,6,雕纹树脂砖块,D
C,chiseled_sandstone,4,雕纹砂岩,D
C,chiseled_stone_bricks,4,雕纹石砖,D
C,chiseled_sulfur,4,雕纹硫黄,D
C,chiseled_tuff,5,雕纹凝灰岩,D
C,chiseled_tuff_bricks,6,雕纹凝灰岩砖,D
C,chorus_flower,3,紫颂花,Z
C,chorus_fruit,3,紫颂果,Z
C,cinnabar,2,朱砂,Z
C,cinnabar_brick_slab,5,朱砂砖台阶,Z
C,cinnabar_brick_stairs,5,朱砂砖楼梯,Z
C,cinnabar_brick_wall,4,朱砂砖墙,Z
C,cinnabar_bricks,3,朱砂砖,Z
C,cinnabar_slab,4,朱砂台阶,Z
C,cinnabar_stairs,4,朱砂楼梯,Z
C,cinnabar_wall,3,朱砂墙,Z
C,clay,2,黏土,N
C,clay_ball,3,黏土球,N
C,clock,2,时钟,S
C,closed_eyeblossom,6,闭合的眼眸花,B
C,coal,2,煤炭,M
C,coal_block,3,煤炭块,M
C,coal_ore,3,煤矿石,M
C,coarse_dirt,2,砂土,S
C,coast_armor_trim_smithing_template,4,锻造模板,D
C,cobbled_deepslate,5,深板岩圆石,S
C,cobbled_deepslate_slab,7,深板岩圆石台阶,S
C,cobbled_deepslate_stairs,7,深板岩圆石楼梯,S
C,cobbled_deepslate_wall,6,深板岩圆石墙,S
C,cobblestone,2,圆石,Y
C,cobblestone_slab,4,圆石台阶,Y
C,cobblestone_stairs,4,圆石楼梯,Y
C,cobblestone_wall,3,圆石墙,Y
C,cobweb,3,蜘蛛网,Z
C,cocoa_beans,3,可可豆,K
C,cod,3,生鳕鱼,S
C,cod_bucket,3,鳕鱼桶,X
C,comparator,5,红石比较器,H
C,compass,3,指南针,Z
C,composter,3,堆肥桶,D
C,conduit,4,潮涌核心,C
C,cooked_beef,2,牛排,N
C,cooked_chicken,3,熟鸡肉,S
C,cooked_cod,3,熟鳕鱼,S
C,cooked_mutton,3,熟羊肉,S
C,cooked_porkchop,3,熟猪排,S
C,cooked_rabbit,3,熟兔肉,S
C,cooked_salmon,3,熟鲑鱼,S
C,cookie,2,曲奇,Q
C,copper_axe,2,铜斧,T
C,copper_bars,3,铜栏杆,T
C,copper_block,2,铜块,T
C,copper_boots,3,铜靴子,T
C,copper_bulb,2,铜灯,T
C,copper_chain,2,铜链,T
C,copper_chest,3,铜箱子,T
C,copper_chestplate,3,铜胸甲,T
C,copper_door,2,铜门,T
C,copper_golem_statue,4,铜傀儡像,T
C,copper_grate,3,铜格栅,T
C,copper_helmet,3,铜头盔,T
C,copper_hoe,2,铜锄,T
C,copper_horse_armor,3,铜马铠,T
C,copper_ingot,2,铜锭,T
C,copper_lantern,3,铜灯笼,T
C,copper_leggings,3,铜护腿,T
C,copper_nautilus_armor,5,铜鹦鹉螺铠,T
C,copper_nugget,2,铜粒,T
C,copper_ore,3,铜矿石,T
C,copper_pickaxe,2,铜镐,T
C,copper_shovel,2,铜锹,T
C,copper_spear,2,铜矛,T
C,copper_sword,2,铜剑,T
C,copper_torch,3,铜火把,T
C,copper_trapdoor,4,铜活板门,T
C,cornflower,3,矢车菊,S
C,cracked_deepslate_bricks,6,裂纹深板岩砖,L
C,cracked_deepslate_tiles,6,裂纹深板岩瓦,L
C,cracked_nether_bricks,6,裂纹下界砖块,L
C,cracked_polished_blackstone_bricks,7,裂纹磨制黑石砖,L
C,cracked_stone_bricks,4,裂纹石砖,L
C,crafter,3,合成器,H
C,crafting_table,3,工作台,G
C,creaking_heart,4,嘎枝之心,G
C,creeper_banner_pattern,4,旗帜图案,Q
C,creeper_head,5,苦力怕的头,K
C,crimson_button,5,绯红木按钮,F
C,crimson_door,4,绯红木门,F
C,crimson_fence,5,绯红木栅栏,F
C,crimson_fence_gate,6,绯红木栅栏门,F
C,crimson_fungus,3,绯红菌,F
C,crimson_hanging_sign,9,悬挂式绯红木告示牌,X
C,crimson_hyphae,4,绯红菌核,F
C,crimson_nylium,4,绯红菌岩,F
C,crimson_planks,4,绯红木板,F
C,crimson_pressure_plate,6,绯红木压力板,F
C,crimson_roots,4,绯红菌索,F
C,crimson_shelf,6,绯红木展示架,F
C,crimson_sign,6,绯红木告示牌,F
C,crimson_slab,5,绯红木台阶,F
C,crimson_stairs,5,绯红木楼梯,F
C,crimson_stem,4,绯红菌柄,F
C,crimson_trapdoor,6,绯红木活板门,F
C,crossbow,1,弩,N
C,crying_obsidian,6,哭泣的黑曜石,K
C,cut_copper,4,切制铜块,Q
C,cut_copper_slab,5,切制铜台阶,Q
C,cut_copper_stairs,5,切制铜楼梯,Q
C,cut_red_sandstone,5,切制红砂岩,Q
C,cut_red_sandstone_slab,7,切制红砂岩台阶,Q
C,cut_sandstone,4,切制砂岩,Q
C,cut_sandstone_slab,6,切制砂岩台阶,Q
C,cyan_banner,4,青色旗帜,Q
C,cyan_bed,3,青色床,Q
C,cyan_bundle,5,青色收纳袋,Q
C,cyan_candle,4,青色蜡烛,Q
C,cyan_carpet,4,青色地毯,Q
C,cyan_concrete,5,青色混凝土,Q
C,cyan_concrete_powder,7,青色混凝土粉末,Q
C,cyan_concrete_slab,7,青色混凝土台阶,Q
C,cyan_concrete_stairs,7,青色混凝土楼梯,Q
C,cyan_cushion,4,青色坐垫,Q
C,cyan_dye,4,青色染料,Q
C,cyan_glazed_terracotta,6,青色带釉陶瓦,Q
C,cyan_harness,4,青色挽具,Q
C,cyan_shulker_box,5,青色潜影盒,Q
C,cyan_stained_glass,6,青色染色玻璃,Q
C,cyan_stained_glass_pane,7,青色染色玻璃板,Q
C,cyan_terracotta,4,青色陶瓦,Q
C,cyan_wool,4,青色羊毛,Q
C,cyan_wool_slab,6,青色羊毛台阶,Q
C,cyan_wool_stairs,6,青色羊毛楼梯,Q
D,damaged_anvil,5,损坏的铁砧,S
D,dandelion,3,蒲公英,P
D,danger_pottery_sherd,6,危机纹样陶片,W
D,dark_oak_boat,5,深色橡木船,S
D,dark_oak_button,6,深色橡木按钮,S
D,dark_oak_chest_boat,7,深色橡木运输船,S
D,dark_oak_door,5,深色橡木门,S
D,dark_oak_fence,6,深色橡木栅栏,S
D,dark_oak_fence_gate,7,深色橡木栅栏门,S
D,dark_oak_hanging_sign,10,悬挂式深色橡木告示牌,X
D,dark_oak_leaves,6,深色橡树树叶,S
D,dark_oak_log,6,深色橡木原木,S
D,dark_oak_planks,6,深色橡木木板,S
D,dark_oak_pressure_plate,7,深色橡木压力板,S
D,dark_oak_sapling,6,深色橡树树苗,S
D,dark_oak_shelf,7,深色橡木展示架,S
D,dark_oak_sign,7,深色橡木告示牌,S
D,dark_oak_slab,6,深色橡木台阶,S
D,dark_oak_stairs,6,深色橡木楼梯,S
D,dark_oak_trapdoor,7,深色橡木活板门,S
D,dark_oak_wood,4,深色橡木,S
D,dark_prismarine,4,暗海晶石,A
D,dark_prismarine_slab,6,暗海晶石台阶,A
D,dark_prismarine_stairs,6,暗海晶石楼梯,A
D,daylight_detector,5,阳光探测器,Y
D,dead_brain_coral,7,失活的脑纹珊瑚,S
D,dead_brain_coral_block,8,失活的脑纹珊瑚块,S
D,dead_brain_coral_fan,8,失活的脑纹珊瑚扇,S
D,dead_bubble_coral,7,失活的气泡珊瑚,S
D,dead_bubble_coral_block,8,失活的气泡珊瑚块,S
D,dead_bubble_coral_fan,8,失活的气泡珊瑚扇,S
D,dead_bush,5,枯萎的灌木,G
D,dead_fire_coral,6,失活的火珊瑚,S
D,dead_fire_coral_block,7,失活的火珊瑚块,S
D,dead_fire_coral_fan,7,失活的火珊瑚扇,S
D,dead_horn_coral,7,失活的鹿角珊瑚,S
D,dead_horn_coral_block,8,失活的鹿角珊瑚块,S
D,dead_horn_coral_fan,8,失活的鹿角珊瑚扇,S
D,dead_tube_coral,6,失活的管珊瑚,S
D,dead_tube_coral_block,7,失活的管珊瑚块,S
D,dead_tube_coral_fan,7,失活的管珊瑚扇,S
D,decorated_pot,4,饰纹陶罐,S
D,deepslate,3,深板岩,S
D,deepslate_brick_slab,6,深板岩砖台阶,S
D,deepslate_brick_stairs,6,深板岩砖楼梯,S
D,deepslate_brick_wall,5,深板岩砖墙,S
D,deepslate_bricks,4,深板岩砖,S
D,deepslate_coal_ore,5,深层煤矿石,S
D,deepslate_copper_ore,5,深层铜矿石,S
D,deepslate_diamond_ore,6,深层钻石矿石,S
D,deepslate_emerald_ore,7,深层绿宝石矿石,S
D,deepslate_gold_ore,5,深层金矿石,S
D,deepslate_iron_ore,5,深层铁矿石,S
D,deepslate_lapis_ore,7,深层青金石矿石,S
D,deepslate_redstone_ore,6,深层红石矿石,S
D,deepslate_tile_slab,6,深板岩瓦台阶,S
D,deepslate_tile_stairs,6,深板岩瓦楼梯,S
D,deepslate_tile_wall,5,深板岩瓦墙,S
D,deepslate_tiles,4,深板岩瓦,S
D,desert_pyramid_map,6,沙漠神殿地图,S
D,desert_village_map,6,沙漠村庄地图,S
D,detector_rail,4,探测铁轨,T
D,diamond,2,钻石,Z
D,diamond_axe,3,钻石斧,Z
D,diamond_block,3,钻石块,Z
D,diamond_boots,4,钻石靴子,Z
D,diamond_chestplate,4,钻石胸甲,Z
D,diamond_helmet,4,钻石头盔,Z
D,diamond_hoe,3,钻石锄,Z
D,diamond_horse_armor,4,钻石马铠,Z
D,diamond_leggings,4,钻石护腿,Z
D,diamond_nautilus_armor,6,钻石鹦鹉螺铠,Z
D,diamond_ore,4,钻石矿石,Z
D,diamond_pickaxe,3,钻石镐,Z
D,diamond_shovel,3,钻石锹,Z
D,diamond_spear,3,钻石矛,Z
D,diamond_sword,3,钻石剑,Z
D,diorite,3,闪长岩,S
D,diorite_slab,5,闪长岩台阶,S
D,diorite_stairs,5,闪长岩楼梯,S
D,diorite_wall,4,闪长岩墙,S
D,dirt,2,泥土,N
D,disc_fragment_5,4,唱片残片,C
D,dispenser,3,发射器,F
D,dragon_breath,2,龙息,L
D,dragon_egg,2,龙蛋,L
D,dragon_head,2,龙首,L
D,dried_ghast,4,失水恶魂,S
D,dried_kelp,3,干海带,G
D,dried_kelp_block,4,干海带块,G
D,dripstone_block,4,滴水石块,D
D,dropper,3,投掷器,T
D,dune_armor_trim_smithing_template,4,锻造模板,D
E,echo_shard,4,回响碎片,H
E,egg,2,鸡蛋,J
E,elytra,2,鞘翅,Q
E,emerald,3,绿宝石,L
E,emerald_block,4,绿宝石块,L
E,emerald_ore,5,绿宝石矿石,L
E,enchanted_book,3,附魔书,F
E,enchanted_golden_apple,5,附魔金苹果,F
E,enchanting_table,3,附魔台,F
E,end_crystal,4,末地水晶,M
E,end_rod,3,末地烛,M
E,end_stone,3,末地石,M
E,end_stone_brick_slab,6,末地石砖台阶,M
E,end_stone_brick_stairs,6,末地石砖楼梯,M
E,end_stone_brick_wall,5,末地石砖墙,M
E,end_stone_bricks,4,末地石砖,M
E,ender_chest,3,末影箱,M
E,ender_eye,4,末影之眼,M
E,ender_pearl,4,末影珍珠,M
E,experience_bottle,4,附魔之瓶,F
E,explorer_pottery_sherd,6,探险纹样陶片,T
E,exposed_chiseled_copper,7,斑驳的雕纹铜块,B
E,exposed_copper,5,斑驳的铜块,B
E,exposed_copper_bars,6,斑驳的铜栏杆,B
E,exposed_copper_bulb,5,斑驳的铜灯,B
E,exposed_copper_chain,5,斑驳的铜链,B
E,exposed_copper_chest,6,斑驳的铜箱子,B
E,exposed_copper_door,5,斑驳的铜门,B
E,exposed_copper_golem_statue,7,斑驳的铜傀儡像,B
E,exposed_copper_grate,6,斑驳的铜格栅,B
E,exposed_copper_lantern,6,斑驳的铜灯笼,B
E,exposed_copper_trapdoor,7,斑驳的铜活板门,B
E,exposed_cut_copper,7,斑驳的切制铜块,B
E,exposed_cut_copper_slab,8,斑驳的切制铜台阶,B
E,exposed_cut_copper_stairs,8,斑驳的切制铜楼梯,B
E,exposed_lightning_rod,6,斑驳的避雷针,B
E,eye_armor_trim_smithing_template,4,锻造模板,D
F,feather,2,羽毛,Y
F,fermented_spider_eye,4,发酵蛛眼,F
F,fern,1,蕨,J
F,field_masoned_banner_pattern,6,砖纹旗帜图案,Z
F,filled_map,2,地图,D
F,fire_charge,3,火焰弹,H
F,fire_coral,3,火珊瑚,H
F,fire_coral_block,4,火珊瑚块,H
F,fire_coral_fan,4,火珊瑚扇,H
F,firefly_bush,6,萤火虫灌木丛,Y
F,firework_rocket,4,烟花火箭,Y
F,firework_star,4,烟火之星,Y
F,fishing_rod,3,钓鱼竿,D
F,fletching_table,3,制箭台,Z
F,flint,2,燧石,S
F,flint_and_steel,3,打火石,D
F,flow_armor_trim_smithing_template,4,锻造模板,D
F,flow_banner_pattern,4,旗帜图案,Q
F,flow_pottery_sherd,6,涡流纹样陶片,W
F,flower_banner_pattern,4,旗帜图案,Q
F,flower_pot,2,花盆,H
F,flowering_azalea,7,盛开的杜鹃花丛,S
F,flowering_azalea_leaves,7,盛开的杜鹃树叶,S
F,friend_pottery_sherd,6,挚友纹样陶片,Z
F,furnace,2,熔炉,R
F,furnace_minecart,4,动力矿车,D
G,ghast_tear,4,恶魂之泪,E
G,gilded_blackstone,4,镶金黑石,X
G,glass,2,玻璃,B
G,glass_bottle,3,玻璃瓶,B
G,glass_pane,3,玻璃板,B
G,glistering_melon_slice,6,闪烁的西瓜片,S
G,globe_banner_pattern,4,旗帜图案,Q
G,glow_berries,4,发光浆果,F
G,glow_ink_sac,4,荧光墨囊,Y
G,glow_item_frame,7,荧光物品展示框,Y
G,glow_lichen,4,发光地衣,F
G,glowstone,2,荧石,Y
G,glowstone_dust,3,荧石粉,Y
G,goat_horn,3,山羊角,S
G,gold_block,2,金块,J
G,gold_ingot,2,金锭,J
G,gold_nugget,2,金粒,J
G,gold_ore,3,金矿石,J
G,golden_apple,3,金苹果,J
G,golden_axe,2,金斧,J
G,golden_boots,3,金靴子,J
G,golden_carrot,4,金胡萝卜,J
G,golden_chestplate,3,金胸甲,J
G,golden_dandelion,4,金蒲公英,J
G,golden_helmet,3,金头盔,J
G,golden_hoe,2,金锄,J
G,golden_horse_armor,3,金马铠,J
G,golden_leggings,3,金护腿,J
G,golden_nautilus_armor,5,金鹦鹉螺铠,J
G,golden_pickaxe,2,金镐,J
G,golden_shovel,2,金锹,J
G,golden_spear,2,金矛,J
G,golden_sword,2,金剑,J
G,granite,3,花岗岩,H
G,granite_slab,5,花岗岩台阶,H
G,granite_stairs,5,花岗岩楼梯,H
G,granite_wall,4,花岗岩墙,H
G,grass_block,3,草方块,C
G,gravel,2,沙砾,S
G,gray_banner,4,灰色旗帜,H
G,gray_bed,3,灰色床,H
G,gray_bundle,5,灰色收纳袋,H
G,gray_candle,4,灰色蜡烛,H
G,gray_carpet,4,灰色地毯,H
G,gray_concrete,5,灰色混凝土,H
G,gray_concrete_powder,7,灰色混凝土粉末,H
G,gray_concrete_slab,7,灰色混凝土台阶,H
G,gray_concrete_stairs,7,灰色混凝土楼梯,H
G,gray_cushion,4,灰色坐垫,H
G,gray_dye,4,灰色染料,H
G,gray_glazed_terracotta,6,灰色带釉陶瓦,H
G,gray_harness,4,灰色挽具,H
G,gray_shulker_box,5,灰色潜影盒,H
G,gray_stained_glass,6,灰色染色玻璃,H
G,gray_stained_glass_pane,7,灰色染色玻璃板,H
G,gray_terracotta,4,灰色陶瓦,H
G,gray_wool,4,灰色羊毛,H
G,gray_wool_slab,6,灰色羊毛台阶,H
G,gray_wool_stairs,6,灰色羊毛楼梯,H
G,green_banner,4,绿色旗帜,L
G,green_bed,3,绿色床,L
G,green_bundle,5,绿色收纳袋,L
G,green_candle,4,绿色蜡烛,L
G,green_carpet,4,绿色地毯,L
G,green_concrete,5,绿色混凝土,L
G,green_concrete_powder,7,绿色混凝土粉末,L
G,green_concrete_slab,7,绿色混凝土台阶,L
G,green_concrete_stairs,7,绿色混凝土楼梯,L
G,green_cushion,4,绿色坐垫,L
G,green_dye,4,绿色染料,L
G,green_glazed_terracotta,6,绿色带釉陶瓦,L
G,green_harness,4,绿色挽具,L
G,green_shulker_box,5,绿色潜影盒,L
G,green_stained_glass,6,绿色染色玻璃,L
G,green_stained_glass_pane,7,绿色染色玻璃板,L
G,green_terracotta,4,绿色陶瓦,L
G,green_wool,4,绿色羊毛,L
G,green_wool_slab,6,绿色羊毛台阶,L
G,green_wool_stairs,6,绿色羊毛楼梯,L
G,grindstone,2,砂轮,S
G,gunpowder,2,火药,H
G,guster_banner_pattern,4,旗帜图案,Q
G,guster_pottery_sherd,6,旋风纹样陶片,X
H,hanging_roots,2,垂根,C
H,hay_block,3,干草捆,G
H,heart_of_the_sea,4,海洋之心,H
H,heart_pottery_sherd,6,爱心纹样陶片,A
H,heartbreak_pottery_sherd,6,心碎纹样陶片,X
H,heavy_core,4,沉重核心,C
H,heavy_weighted_pressure_plate,7,重质测重压力板,C
H,honey_block,3,蜂蜜块,F
H,honey_bottle,3,蜂蜜瓶,F
H,honeycomb,2,蜜脾,M
H,honeycomb_block,3,蜜脾块,M
H,hopper,2,漏斗,L
H,hopper_minecart,4,漏斗矿车,L
H,horn_coral,4,鹿角珊瑚,L
H,horn_coral_block,5,鹿角珊瑚块,L
H,horn_coral_fan,5,鹿角珊瑚扇,L
